model_id,task,format,uid,cohort,valid,failure_class,classification_status,strict_json_parseable,program,selected_error_detail,evidence
gemini38_flash,parametric,cadquery,0081/00817410,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/af33c9555f3e1c4788c1f20d2ae5a510ef111aa866013dfd9e3043cb7c87ccf8.py,"{""export_errors"": [""ERROR executing CadQuery code: 'Workplane' object has no attribute 'threePointsArc'""]}",cases/gemini38_flash_parametric_cadquery_0081_00817410.json
gemini38_flash,parametric,cadquery,0070/00706059,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/d501c770804afd5f855340a56acdee2abec6e6da8df2798ddcc023cff11a0deb.py,"{""export_errors"": [""ERROR executing CadQuery code: 'Workplane' object has no attribute 'threePointsArc'""]}",cases/gemini38_flash_parametric_cadquery_0070_00706059.json
gemini38_flash,parametric,cadquery,0067/00677148,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/43e9a9e8101554ea46fcf5076d034c1e20597e2dc3d8a892ae25bef9fdeee86e.py,"{""export_errors"": [""ERROR executing CadQuery code: 'Workplane' object has no attribute 'threePointsArc'""]}",cases/gemini38_flash_parametric_cadquery_0067_00677148.json
gemini38_flash,parametric,cadquery,0072/00726428,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/f03ad1f4b1d6a713eee0e0b4998f4fa600d5e3bd8cc4327bcf4a10746065f1da.py,"{""export_errors"": [""ERROR executing CadQuery code: unexpected indent (generated.py, line 8)""]}",cases/gemini38_flash_parametric_cadquery_0072_00726428.json
gemini38_flash,parametric,cadquery,0004/00042777,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/539ec0a3b3746308a17d9de1864222fd8a5c2d9c45ab7fca970ee286e15bf58c.py,"{""export_errors"": [""STEP->mesh conversion failed for <LOCAL_PATH>""]}",cases/gemini38_flash_parametric_cadquery_0004_00042777.json
gemini38_flash,parametric,cadquery,0084/00844862,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/ca582f57e86ae75dee13f0bcbe38811f2905ce33e5c9e122e729dc97fe59249b.py,"{""export_errors"": [""ERROR executing CadQuery code: 'Workplane' object has no attribute 'threePointsArc'""]}",cases/gemini38_flash_parametric_cadquery_0084_00844862.json
gemini38_flash,parametric,cadquery,0008/00089777,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/a218279a0f8b96290cf5e6183508f6fd519153aac2a8725f7d9cd3af6205c966.py,"{""export_errors"": [""ERROR executing CadQuery code: Multiplied(): incompatible function arguments. The following argument types are supported:""]}",cases/gemini38_flash_parametric_cadquery_0008_00089777.json
gemini38_flash,parametric,cadquery,0022/00225399,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/db9aadb1c20625d7bd109f1686573a71eef81260761e4e6cc3a0f857a6010646.py,"{""export_errors"": [""ERROR executing CadQuery code: 'Workplane' object has no attribute 'threePointsArc'""]}",cases/gemini38_flash_parametric_cadquery_0022_00225399.json
gemini38_flash,parametric,cadquery,0093/00934405,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/86c6e07cb5fd9a62d8f49e84f3c35ef369759bc6e7eec6879969e1348858a099.py,"{""export_errors"": [""ERROR executing CadQuery code: 'Workplane' object has no attribute 'threePointsArc'""]}",cases/gemini38_flash_parametric_cadquery_0093_00934405.json
gemini38_flash,parametric,threejs,0068/00681400,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/091f29c0a5950480bc1dad6486fd2cf970a562f18b75c11ff577796afeaa6db5.js,"{""export_errors"": [""Node.js STL export failed: ERROR executing Three.js code: Cannot read properties of null (reading 'count')""]}",cases/gemini38_flash_parametric_threejs_0068_00681400.json
gemini38_flash,parametric,threejs,0097/00973497,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/bb2adaa8cddfd15da32309e091da2194b2d80a96719475b3e4b82d978071e4c4.js,"{""export_errors"": [""Node.js STL export failed: ERROR executing Three.js code: PAD_Y_START is not defined""]}",cases/gemini38_flash_parametric_threejs_0097_00973497.json
gemini38_flash,parametric,threejs,0054/00541109,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/d5a14e185707b1191f2d3b06989cb20ed20930c2ae9e8bb26f40348fb84a1ea5.js,"{""export_errors"": [""Node.js STL export failed: ERROR executing Three.js code: Unexpected end of input""]}",cases/gemini38_flash_parametric_threejs_0054_00541109.json
gemini38_flash,parametric,threejs,0021/00210983,gemini_supplemental,False,,not_assigned_in_selected_source,,programs/c70e88c06f61ba227b77b0548c105733f4933d9bf9477a76fea3c017e2277e30.js,"{""export_errors"": [""Node.js STL export failed: ERROR executing Three.js code: Unexpected end of input""]}",cases/gemini38_flash_parametric_threejs_0021_00210983.json
doubao21,parametric,json,0057/00570258,main,False,,not_assigned_in_selected_source,False,programs/70ffdba474d86a23ce57dfd07087cc8b279277a42867d169002a45937d2b300d.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 2758 (char 2757)""]}",cases/doubao21_parametric_json_0057_00570258.json
kimi_k3,descriptive,json,0015/00155951,main,False,,not_assigned_in_selected_source,False,programs/3624ea92b8027155702d2d68080278211b53a61b4cd866b297d44d4bb597e7e3.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 2213 (char 2212)""]}",cases/kimi_k3_descriptive_json_0015_00155951.json
kimi_k3,descriptive,json,0019/00199917,main,False,,not_assigned_in_selected_source,False,programs/93af8f39ceabccb77f1338a8191f77ef4126c3872cbc94b9a5d428948387d889.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 3230 (char 3229)""]}",cases/kimi_k3_descriptive_json_0019_00199917.json
kimi_k3,descriptive,json,0034/00344679,main,False,,not_assigned_in_selected_source,False,programs/0771b2329197e13812521b9f2566901498b68a6253d59a4f0be73b91945cb9b4.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 2765 (char 2764)""]}",cases/kimi_k3_descriptive_json_0034_00344679.json
glm53_official,descriptive,openscad,0053/00531353,main,False,,not_assigned_in_selected_source,,programs/cff75835e33665737a9741b86143f2740787d0dd78c1f03509cf298e67ecf470.scad,"{""export_errors"": [""STL export failed: ERROR: Parser error: syntax error in file ../../../local_campaigns/native_conversion_v4/native/descriptive/text2cad/glm53_official/openscad/0053_00531353/model.scad, line 38\nCan't parse file '<LOCAL_PATH>'!"", ""Preview render failed: Unknown error""]}",cases/glm53_official_descriptive_openscad_0053_00531353.json
glm53flash,descriptive,json,0093/00937375,main,False,,not_assigned_in_selected_source,False,programs/fd3ac1958b7371f26b374fee3bb2bf4e83242374a4fcc24f759e448c5512a139.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 2017 (char 2016)""]}",cases/glm53flash_descriptive_json_0093_00937375.json
glm53flash,descriptive,json,0092/00925049,main,False,,not_assigned_in_selected_source,False,programs/c997527a91f3a616f0bb14316196af20782eb87d0742120151643ef70c7f92c5.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 2497 (char 2496)""]}",cases/glm53flash_descriptive_json_0092_00925049.json
glm53flash,descriptive,openscad,0018/00189804,main,False,,not_assigned_in_selected_source,,programs/61cef51efac9180d1e61339a4120c9913dfef32599fd34c207bc7bbf2034b9bd.scad,"{""export_errors"": [""STL export failed: ERROR: Parser error: syntax error in file ../../../local_campaigns/native_conversion_v4/native/descriptive/text2cad/glm53flash/openscad/0018_00189804/model.scad, line 29\nCan't parse file '<LOCAL_PATH>'!"", ""Preview render failed: Unknown error""]}",cases/glm53flash_descriptive_openscad_0018_00189804.json
glm53flash,descriptive,openscad,0074/00741629,main,False,,not_assigned_in_selected_source,,programs/32efa43235ffc34ca2781e6fd322207c30300ee3d5c22cd1aab6748df46b5d09.scad,"{""export_errors"": [""STL export failed: Geometries in cache: 1\nGeometry cache size in bytes: 0\nCGAL Polyhedrons in cache: 0\nCGAL cache size in bytes: 0\nTotal rendering time: 0:00:00.000\nCurrent top level object is empty.""]}",cases/glm53flash_descriptive_openscad_0074_00741629.json
glm53flash,descriptive,openscad,0026/00268031,main,False,,not_assigned_in_selected_source,,programs/f9b54a5f45172582d3e015aaa725103de64505fb579a5b4b40ca8f525911bf93.scad,"{""export_errors"": [""STL export failed: ERROR: Parser error: syntax error in file ../../../local_campaigns/native_conversion_v4/native/descriptive/text2cad/glm53flash/openscad/0026_00268031/model.scad, line 67\nCan't parse file '<LOCAL_PATH>'!"", ""Preview render failed: Unknown error""]}",cases/glm53flash_descriptive_openscad_0026_00268031.json
doubao21,descriptive,json,0039/00390147,main,False,,not_assigned_in_selected_source,True,programs/e2ae6800131aa2dcca2ed8721571badbee35ee511a1e7950a5e402f5b6ef7620.json,"{""export_errors"": [""Export failed: Indexed face normals disagree with triangle winding""]}",cases/doubao21_descriptive_json_0039_00390147.json
glm53flash,parametric,json,0094/00941813,main,False,,not_assigned_in_selected_source,False,programs/fb23f1c28148e2e0ec67c8794163cc81efefa13c1090d61fed43c6b4ffc3d629.json,"{""error"": ""api_parse_failed"", ""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 4920 (char 4919)""], ""local_eval_error"": ""api_parse_failed""}",cases/glm53flash_parametric_json_0094_00941813.json
glm53flash,parametric,json,0061/00619989,main,False,,not_assigned_in_selected_source,False,programs/d92cdd6328f861661065aee3d6eb6fddfc660396ea4470371e9ddea544160c74.json,"{""error"": ""api_parse_failed"", ""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 2998 (char 2997)""], ""local_eval_error"": ""api_parse_failed""}",cases/glm53flash_parametric_json_0061_00619989.json
kimi_k3,parametric,json,0070/00709862,main,False,,not_assigned_in_selected_source,False,programs/8d51b31a72bce1c1f632058128f820516fa98760763cdf7ebca7ce481a537641.json,"{""export_errors"": [""Invalid JSON from LLM: Expecting ',' delimiter: line 1 column 3132 (char 3131)""]}",cases/kimi_k3_parametric_json_0070_00709862.json
glm53flash,parametric,openscad,0097/00973497,main,False,,not_assigned_in_selected_source,,programs/d0aa18f6cdb036dfca99876d3f9ec353a11ac43f7c0e40d00bcaef960c64fc04.scad,"{""export_errors"": [""STL export failed: ERROR: Parser error: syntax error in file <LOCAL_PATH>, line 67\nCan't parse file '<LOCAL_PATH>'!"", ""Preview render failed: Unknown error""]}",cases/glm53flash_parametric_openscad_0097_00973497.json
deepseek_v41flash,parametric,json,0029/00292492,main,False,,not_assigned_in_selected_source,True,programs/4a65f52b7074cb2a4474fbf51d6032d3e5927a4654742b6c5f37bfbbcb81e472.json,"{""export_errors"": [""JSON->STEP conversion failed: ERROR:__main__:✗ _tmp_pred.json: 'sequence'""]}",cases/deepseek_v41flash_parametric_json_0029_00292492.json
deepseek_v41flash,parametric,openscad,0077/00779770,main,False,,not_assigned_in_selected_source,,programs/3c668a5e0f846263ce24498939618ba2f5ac94ee9fb6e4fdd80b5a6a30ae7c50.scad,"{""export_errors"": [""STL export failed: ERROR: Parser error: syntax error in file ../../../../../../text_to_3d/parametric/openscad/local_eval/deepseek_v41flash/fixed100/recovered_local/plans/71badccd7c44865806b1/execution/native/text2cad/deepseek_v41flash-reason/openscad/0077_00779770/model.scad, line 42\nCan't parse file '<LOCAL_PATH>'!"", ""Preview render failed: Unknown error""]}",cases/deepseek_v41flash_parametric_openscad_0077_00779770.json
