model_id,task,format,uid,valid,qa_s_correct,qa_p_correct,qa_s,qa_p,jsem_filled_1_10,jsem_observed,jsem_normalized,judge,qa_micro,chamfer_distance,chamfer_distance_score,iou_csg,f_score_005,f_score_001,normal_consistency,no_open_edge,inverted_normal_score,non_manifold_edge_score,iou_measured,iou_inapplicable,geometry,topology
gemini38_flash,descriptive,threejs,0010/00101896,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
gemini38_flash,parametric,cadquery,0081/00817410,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0070/00706059,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0067/00677148,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0072/00726428,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0004/00042777,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0084/00844862,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0008/00089777,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0022/00225399,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,cadquery,0093/00934405,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,threejs,0068/00681400,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,threejs,0097/00973497,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,threejs,0054/00541109,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
gemini38_flash,parametric,threejs,0021/00210983,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
doubao21,parametric,json,0057/00570258,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
kimi_k3,descriptive,json,0015/00155951,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
kimi_k3,descriptive,json,0019/00199917,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
kimi_k3,descriptive,json,0034/00344679,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53_official,descriptive,openscad,0053/00531353,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53flash,descriptive,json,0093/00937375,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53flash,descriptive,json,0092/00925049,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53flash,descriptive,openscad,0018/00189804,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53flash,descriptive,openscad,0074/00741629,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53flash,descriptive,openscad,0026/00268031,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
doubao21,descriptive,json,0039/00390147,False,0,0,0.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,
glm53flash,parametric,json,0094/00941813,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
glm53flash,parametric,json,0061/00619989,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
kimi_k3,parametric,json,0070/00709862,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
glm53flash,parametric,openscad,0097/00973497,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
deepseek_v41flash,parametric,json,0029/00292492,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
deepseek_v41flash,parametric,openscad,0077/00779770,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
